issue_id,page_id,section,category,severity,finding_type,finding,evidence,model_consequence,recommendation,downstream_pages,decision_required,decision_id,correction_batch,status,opened_on,resolution,validation_evidence,closed_on
ISS-0043,TURB-003,Model Outputs,implementation_readiness,blocker,explicit_gap,"Transition-piece mass scour quantity and foundation lift/section records are missing or unowned.","The page calculates monopile mass and transition-piece cost only while installation and supported-mass consumers require physical quantities and lift geometry.","Foundation installation feasibility duration cost and complete structural inventory cannot be calculated.","Assign scour ownership and emit transition-piece mass and all required foundation lift/section quantities with boundaries and sources.","INST-002; TURB-002; METH-002",true,DEC-0010,,needs_decision,2026-08-21,,,
ISS-0044,H2P-002,Feasibility Conditions,technical_feasibility,blocker,explicit_gap,"The direct-DC generator-to-PEM operating envelope cannot be verified with repository inputs.","Generator winding voltage and speed range converter limits and PEM envelopes over temperature pressure tolerance and ageing are absent.","The model cannot know whether the proposed topology can accept wind power without an extra conversion stage or how much is curtailed.","Define a numerical capability-envelope interface and gate the architecture as conditional/infeasible until all inequalities and operating points pass.","TURB-002; H2P-003; METH-005",true,DEC-0009,,needs_decision,2026-08-21,,,
ISS-0045,H2P-002,Converter Function Allocation,implementation_readiness,blocker,cross_page_gap,"The retained direct-DC rectifier/up-chopper protection isolation and DC-link functions have no mass cost or loss model.","The page carefully retains the functions conceptually but neither it nor TURB-002 quantifies the corresponding equipment.","The decentralised architecture gains from removed equipment without booking the retained integration system.","Close the shared TURB-002/H2P-002 ledger and show the net conventional-to-direct-DC mass cost and efficiency delta.","TURB-002; TURB-003; INST-002; METH-002",true,DEC-0009,,needs_decision,2026-08-21,,,
ISS-0046,H2P-002,Model Implication,technical_correctness,blocker,cross_page_gap,"The executable decentralised yield multiplies generator power by an undocumented 1.025 electric gain.","yield_params.yaml defines hydrogen_decentral_electric_gain=1.025 and aggregated_wind_power_curve.py multiplies wake-affected turbine power by it; the page specifies retained losses and no such factor.","The model can create stack-path power above the defined generator output and overstate decentralised hydrogen yield.","Remove the multiplier or reformulate it as removal of a specifically defined baseline conversion loss while preserving one energy-conserving reference boundary.","METH-006; H2P-003",false,,,open,2026-08-21,,,
ISS-0047,H2P-003,Polarisation Curve,implementation_readiness,blocker,explicit_gap,"The stack polarisation/efficiency model is shown only as a figure and cannot be numerically reconstructed.","No table equation data file temperature pressure or interpolation rule is published while legacy code contains an undocumented cubic efficiency curve.","Hydrogen output operating point and direct-DC feasibility cannot be independently implemented or audited.","Publish a machine-readable adopted curve with basis units valid range interpolation and conversion to HHV efficiency and reconcile it with code.","H2P-002; H2P-004; METH-006",false,,,open,2026-08-21,,,
ISS-0048,H2P-003,Modularity,cross_page_consistency,blocker,cross_page_gap,"Stack module rating and dispatch assumptions differ between the page and executable model.","The page repeatedly uses approximately 1 MW modules while generate_total_stack_efficiency_curve defaults to 2.5 MW and maximises efficiency over active-module counts with a 9.5% minimum.","Part-load efficiency minimum system load equipment count and switching behaviour are not reproducible from the documentation.","Adopt one module rating and deterministic dispatch/switching rule including minimum load tie-breaking and hysteresis assumptions and align code.","H2P-002; H2P-004; METH-005",true,DEC-0011,,needs_decision,2026-08-21,,,
ISS-0049,H2P-003,Degradation,technical_correctness,major,new_finding,"The degradation example is arithmetically wrong and its rate and EOL threshold are uncited.","Ten percent divided by 0.18 percent per 1000 FLH equals 55556 FLH not 58500; at 40 percent capacity factor this is about 15.9 years. The page supplies no source for either assumption.","Replacement timing hydrogen yield and lifecycle cost are misstated and unsupported.","Correct the arithmetic cite or calibrate the degradation law and EOL criterion and make replacement conditional on accumulated operating state.","METH-003; METH-006",false,,,open,2026-08-21,,,
ISS-0050,H2P-003,Replacement,cross_page_consistency,blocker,cross_page_gap,"The page describes optimisation-based stack replacement but the legacy implementation does not replace stacks or time replacement cash flows.","yield_calculation.py marks stack degradation TODO while the cost model contains no replacement event; only an average degradation multiplier is applied elsewhere.","A material lifecycle cost and production reset are absent despite the page claiming they are modelled.","Implement a timed state/replacement ledger or explicitly adopt and validate a simpler equivalent method through the lifecycle cash-flow convention.","METH-003; METH-004; METH-006",true,DEC-0011,,needs_decision,2026-08-21,,,
ISS-0051,H2P-003,Cost Model,cost_evidence,blocker,new_finding,"The page presents incompatible 164 USD2020/kW 112 USD2020/kW and checked-later 100 EUR/kW stack costs without one adopted EUR2025 basis.","The page's 112 times 1.5 markup already equals 168 USD2020/kW before inflation so the stated 100 EUR/kW result does not follow. Code uses 112.5 per kW without basis.","Stack CAPEX and overplanting economics cannot be audited and may be materially understated.","Select one source/current-density/manufacturing-volume case show each transformation and markup normalise to EUR2025 and align the executable input.","METH-002; METH-003; METH-005",true,DEC-0011,,needs_decision,2026-08-21,,,
ISS-0052,H2P-003,Equipment Mass,implementation_readiness,blocker,cross_page_gap,"Stack BOP and central power-electronics pages provide no equipment mass or lift inventory.","All three pages discuss platform or turbine integration but emit capacity and cost only; ARCH-003 and TURB-003 require hosted/supported mass and installation requires lifts.","Central platform CAPEX/feasibility and decentralised turbine foundation/installation cannot be closed.","Add a common equipment mass/lift output contract and source or explicit unresolved TODO for each production subsystem.","H2P-004; H2P-005; TURB-002; TURB-003; PLAT-001; INST-004",true,DEC-0009,,needs_decision,2026-08-21,,,
ISS-0053,H2P-004,Scaling Method,model_fidelity,blocker,new_finding,"A generic 0.6 exponent is applied to an aggregate 1 MW land-based BOP across multi-MW to GW offshore scales without train limits or redundancy.","The cited six-tenths rule is a generic preliminary equipment heuristic and does not establish scale response for the combined auxiliaries. The assumption mechanically favours centralisation.","An unsupported smooth economy of scale can predetermine the centralised-versus-decentralised result and erase real equipment-count steps.","Choose explicit BOP packages/trains and capacity limits with evidenced grouped scaling or bound the architecture with scenarios that preserve redundancy steps.","ARCH-003; ARCH-004; METH-005",true,DEC-0012,,needs_decision,2026-08-21,,,
ISS-0054,H2P-004,Offshore Water Treatment,cost_evidence,blocker,explicit_gap,"The base-case offshore water-treatment cost is explicitly a placeholder copied from a land-based water-supply category.","The page labels 63 USD2020/kW incomplete and says it should be replaced but includes it in the key assumptions and total cost equation.","The base result uses unsupported evidence contrary to the project rule for unresolved numerical inputs.","Obtain an offshore intake/desalination/polishing estimate or leave cost unresolved and report no closed BOP CAPEX.","METH-002; ARCH-003; ARCH-004",true,DEC-0012,,needs_decision,2026-08-21,,,
ISS-0055,H2P-004,BOP Power and Cost,cross_page_consistency,blocker,cross_page_gap,"The documented constant BOP energy and 1 MW cost reference do not match the executable load-dependent loss curve and 15 MW cost reference.","The page uses 1.0 kWh/kg and 333+63 USD2020/kW at 1 MW while code uses a fifth-order load-loss curve and 364.5 per kW referenced at 15 MW.","Independent implementations produce different hydrogen yield and architecture CAPEX from the same design.","Select and document one power formulation solution order cost reference and valid range then align tests and code.","H2P-003; METH-006; METH-002",false,,,open,2026-08-21,,,
ISS-0056,H2P-004,Equations,clarity,moderate,new_finding,"Display equations use literal square brackets and symbols in parentheses rather than Quarto math delimiters.","Multiple cost and power relationships are written between [ and ] with expressions such as (P_i), unlike the repository's working $$ notation.","Rendered equations are harder to read and can appear as plain text despite otherwise clear prose.","Convert all equations and inline symbols to standard Quarto/LaTeX delimiters and inspect the rendered page.","none",false,,,open,2026-08-21,,,
ISS-0057,H2P-005,Cost Model,cost_evidence,blocker,cross_page_gap,"The 185 EUR/kW conversion-package cost has no stated price year and differs from the executable 100 per kW input.","The page compares currencies/years at face value pending normalisation while hydrogen_params.yaml uses central-electrical-bop_costs_per_MW=100000.","Central hydrogen CAPEX has no authoritative auditable EUR2025 value.","Identify the source year and commercial boundary normalise the adopted value to EUR2025 and align the executable parameter and sensitivity.","METH-002; METH-003; ARCH-003",false,,,open,2026-08-21,,,
ISS-0058,H2P-005,Energy Balance,cross_page_consistency,major,cross_page_gap,"Central conversion efficiency is 97.5 percent on the page and 98.5 percent in the executable parameter file.","H2P-005 defines a 2.5 percent loss while yield_params.yaml defines hydrogen_central_electric_efficiency=0.985.","Central annual stack energy differs by about one percent of incoming energy depending on implementation.","Adopt one net 66 kV-to-stack-DC efficiency and boundary and align documentation code and energy-balance tests.","H2P-003; METH-006",false,,,open,2026-08-21,,,
ISS-0059,H2P-001,Overview,site_structure,moderate,new_finding,"The hydrogen-production overview omits the DC Integration page and does not map centralised versus decentralised calculation paths.","It lists stack power electronics and BOP only and describes the model as dynamic without distinguishing the fixed BOP page model from the legacy dynamic curve.","Readers cannot see which electrical page applies to which architecture or the exact dataflow into the stack.","Add a compact architecture-applicability/dataflow table and link DC Integration while keeping component detail on child pages.","H2P-002; H2P-003; H2P-004; H2P-005",false,,,open,2026-08-21,,,
ISS-0060,WIND-002,Controlled Input,implementation_readiness,moderate,new_finding,"The transformed wind input has no controlled release identifier checksum or reproducible generation command.","The workbook script and fitted CSV exist but are legacy artifacts and the page does not bind the adopted table to an immutable input version.","A later edit or library change can silently change every yield result after provenance is recovered.","Store extraction metadata and checksum alongside a deterministic fit command with pinned dependencies and a regression check for the twelve parameters.","WIND-003; METH-006",false,,,open,2026-08-21,,,
ISS-0061,ELEC-003,Converter Cost Model,technical_correctness,blocker,new_finding,"The DEA 2025 converter-station value is escalated a second time as though it were still a 2020 value.","DEA Table 7 gives 0.27 MEUR/MW as the underlying source-price value and 0.32 MEUR/MW as its 2025 central value with 0.25-0.42 as the 2025 range; the page multiplies 320 by 1.263/1.030 to obtain 392 per terminal.","The adopted converter-pair CAPEX is overstated by about 22.6 percent before the separate offshore-scope uncertainty is considered.","Use the source's 2025 values directly or perform one documented transformation from the 0.27 source-price value; independently verify the intended constant-price convention.","METH-002; METH-003; ARCH-002",false,,,open,2026-08-21,,,
ISS-0062,ELEC-003,Converter Cost Model,reference_evidence,major,explicit_gap,"The offshore converter electrical package is costed with an onshore-station coefficient without a separated offshore electrical-equipment basis.","The page applies the corrected or uncorrected onshore coefficient to both terminals because DEA's offshore value includes the platform; offshore marinisation redundancy packaging and logistics premium are not isolated.","Electricity-export converter CAPEX may omit a material offshore premium or overlap with the platform proxy.","Select an explicit screening treatment: onshore coefficient plus evidenced offshore premium/sensitivity or a matched full-station comparator with a non-overlapping platform split.","PLAT-001; INST-004; METH-002",true,DEC-0013,,needs_decision,2026-08-21,,,
ISS-0063,ELEC-003,Physical Equipment Interface,implementation_readiness,blocker,cross_page_gap,"The converter page provides no equipment mass dimensions block count or lift inventory for platform sizing and installation.","PLAT-001 requires hosted-equipment mass and INST-004 requires lift modules while ELEC-003 supplies only rating CAPEX and aggregate performance.","The offshore platform structure fabrication cost transport and lift feasibility cannot be calculated from the electrical design.","Create a 2 GW reference equipment/block ledger for transformers valves reactors switchgear cooling auxiliaries and major lifts with mass footprint and owner boundaries.","PLAT-001; INST-004",true,DEC-0013,,needs_decision,2026-08-21,,,
ISS-0064,ELEC-001,Executable Electrical Ledger,cross_page_consistency,blocker,cross_page_gap,"The legacy executable does not implement the documented electrical CAPEX OPEX loss availability or link-rating ledger.","Pages use a 785 EUR2025/kW converter pair 1.26 EUR/kW/km cable material load-dependent cable loss two 98.5 percent terminal efficiencies and 2 GW links. Legacy files use 1000000 plus 150000 per MW for offshore/onshore stations 5500 per route-metre 2010 MW links one 98 percent export efficiency and one 97 percent export availability with unsupported OPEX rates.","Published and executed architecture results represent materially different electrical systems and cannot be audited against one another.","After correcting source-page findings designate one canonical parameter set and calculation sequence then align code regression tests and remove superseded legacy factors.","ELEC-003; ELEC-004; ELEC-005; METH-004; METH-006",false,,,open,2026-08-21,,,
ISS-0065,ELEC-004,Cable Supply Cost,cost_evidence,blocker,explicit_gap,"The NREL cable material value has no confirmed source price year and therefore is not an adopted constant-EUR2025 input.","The USD-to-EUR conversion reproduces 2.51 million EUR/km and 1.26 EUR/kW/km but the page and NREL text do not identify a price year suitable for the common escalation convention.","HVDC cable supply CAPEX cannot enter the common cost ledger without an auditable time basis.","Recover the underlying estimate year and index basis or select another material-only source with a clear price year and repeat the common normalisation.","METH-002; METH-003; INST-003",false,,,open,2026-08-21,,,
ISS-0066,ELEC-004,Cable Supply Boundary,cost_boundary,major,explicit_gap,"The material benchmark is not matched to the selected TenneT topology and accessory boundary.","NREL supports a 525 kV 2 GW bipole material rate but the page cannot confirm inclusion of the dedicated metallic return fibre land/subsea transitions joints and normal accessories required by the TenneT system.","Supply items can be omitted or double counted and route-km cost may not describe the physical inventory.","Map every supplied cable and accessory to the benchmark scope and add separate rates or unresolved TODOs for uncovered items.","INST-003; ELEC-005; METH-002",false,,,open,2026-08-21,,,
ISS-0067,ELEC-004,Land Cable Segment,implementation_readiness,blocker,cross_page_gap,"No underground route length or material-only coefficient closes the export cable between landfall and the onshore converter.","ELEC-004 states that the underground coefficient is missing; ELEC-005 states the 80 km base route ends at shore and no L_u is entered.","The physical electrical chain and supply/installation CAPEX stop at landfall rather than the stated onshore grid endpoint.","Define an explicit landfall-to-converter route scenario and a non-overlapping underground cable supply basis or report the architecture cost as unresolved.","ELEC-005; INST-003; ARCH-002",true,DEC-0014,,needs_decision,2026-08-21,,,
ISS-0068,ELEC-004,Electrical Loss Model,model_fidelity,major,explicit_gap,"The preferred hourly cable-loss model lacks an operating-temperature resistance rule and a degraded pole-plus-return path.","Only 0.0072 ohm/km at 20 degrees C is supplied. The time-series equation calls R'(T_t) without a temperature model and the state table does not calculate metallic-return losses during one-pole transfer.","Annual loss is underestimated or cannot be reproduced across conductor choices route lengths and degraded operation.","Adopt a bounded operating resistance or thermal correction with sensitivity and define current/resistance equations for healthy half-capacity and common-outage states.","METH-006; ELEC-003",false,,,open,2026-08-21,,,
ISS-0069,ELEC-004,Installation Interface,implementation_readiness,blocker,explicit_gap,"The cable page does not emit a complete segment-level physical inventory for installation.","One indicative 65 kg/m pole-cable mass and 160 mm diameter are supplied but return fibre underground designs lengths joints pull-ins and accessory masses are not selected or recorded.","INST-003 cannot determine transport payload campaign length handling or installation feasibility for the documented cable system.","Emit one record per cable and route segment with type conductor length mass diameter joint/accessory count pull-in and installation class.","INST-003; ELEC-005",false,,,open,2026-08-21,,,
ISS-0070,ELEC-004,Electrical OPEX,lifecycle_cost,major,cross_page_gap,"Converter cable and onshore electrical OPEX is absent on the pages or implemented only as unsupported legacy CAPEX percentages.","ELEC-003 and ELEC-004 mark OPEX TBD while ELEC-005 has no adopted interface OPEX; legacy parameters apply 2 percent converter 1 percent cable and 2 percent onshore factors without scope or evidence.","Lifecycle cost is incomplete or dependent on undocumented percentages and repair costs may overlap installation/spares categories.","Define inspection maintenance spares planned outage and fault-repair scopes and evidence; keep unresolved categories as TODO rather than silently using legacy factors.","ELEC-003; ELEC-005; METH-002; METH-003; INST-003; INST-004",false,,,open,2026-08-21,,,
ISS-0071,ELEC-005,Onshore Cost Boundary,implementation_readiness,blocker,explicit_gap,"Every project-owned residual onshore cost is unresolved.","The 380 kV bay/extension wider reinforcement and land/planning rows are all TBD or TBC while the architecture endpoint is the onshore PCC.","Electricity-export CAPEX cannot be closed at the stated functional boundary and may be biased low relative to hydrogen.","Adopt a bounded base connection package with explicit inclusions or make the selected PCC and project-assigned costs scenario inputs and withhold a closed result until supplied.","ARCH-002; METH-002; METH-005",true,DEC-0014,,needs_decision,2026-08-21,,,
ISS-0072,ELEC-005,Connection Scenario,implementation_readiness,blocker,new_finding,"The model has no selected PCC route grid-strength or acceptance scenario and no rule for infeasibility reinforcement or curtailment.","The page lists required grid studies and states that a shorter route can reach a weaker node but supplies neither a node class nor a screening constraint. The 80 km legacy route stops at shore.","A technically infeasible or congested grid connection can be treated as feasible with zero reinforcement and no curtailment.","Define connection scenarios with PCC voltage/acceptance route length maximum infeed reactive envelope and reinforcement/curtailment treatment; reject cases lacking the required data.","METH-005; METH-006; ARCH-002",true,DEC-0014,,needs_decision,2026-08-21,,,
ISS-0073,ELEC-005,Switchgear Ownership,cost_boundary,major,cross_page_gap,"The 380 kV switchgear and station connection boundary can overlap the converter package.","ELEC-003 includes immediate AC switchgear while ELEC-005 says the 380 kV switchgear and station connection must be confirmed and its cost row is TBD.","The grid bay may be counted twice or omitted depending on how immediate switchgear is interpreted.","Define the physical termination between converter AC yard and TSO bay and assign each breaker busbar protection metering and connection circuit once.","ELEC-001; ELEC-003; ARCH-005",true,DEC-0014,,needs_decision,2026-08-21,,,
ISS-0074,ELEC-005,Loss and Availability Ownership,cross_page_consistency,major,new_finding,"Onshore converter loss and availability are numerically repeated on ELEC-005 despite ELEC-001 assigning their ownership to ELEC-003.","Both pages state 98.5 percent efficiency and 98 percent availability and say the values are applied once but no executable data contract enforces the single owner.","Independent implementations can double-derate or use conflicting future updates.","Keep the quantitative values and state model only on ELEC-003; let ELEC-005 reference the output and own only additional grid-interface loss curtailment or availability if separately defined.","ELEC-001; ELEC-003; METH-006",false,,,open,2026-08-21,,,
ISS-0075,H2I-001,Pressure and Pipeline Coupling,cross_page_consistency,major,cross_page_gap,"The overview says one lay vessel can install multiple pipelines together while the canonical installation page permits one TCP per actual lay pass until contractor evidence proves another method.","H2I-001 uses shared laying as part of the optimisation rationale. H2I-005 and INST-003 explicitly state that simultaneous multi-pipeline installation must not be assumed. Legacy code divides pipeline count by a parallel factor of three.","Installation pass count and cost can be understated and different pages imply different objective functions.","Use one physical TCP per provisional lay pass and model only shared mobilisation or programme costs with explicit evidence. Add a multi-pipe pass branch only after supplier and contractor qualification.","H2I-005; INST-003; METH-005",false,,,open,2026-08-21,,,
ISS-0076,H2I-002,Pipeline-Length Model,cross_page_consistency,blocker,new_finding,"The square continuous ladder proxy does not consume the rectangular rotated turbine coordinates produced by WIND-003 and smooths the physical rung-count discontinuity.","WIND-003 explicitly instructs infield models to consume its coordinates. H2I-002 instead uses sqrt(A) for every side and sqrt(N) rungs and recommends the 192 km continuous result over the 198 km twelve-rung physical result.","Infield length topology and interfaces can be inconsistent with the wake layout and the optimiser can gain from a non-physical fractional rung.","Derive a deterministic ladder section list from the canonical coordinates and farm boundary. Preserve integer rows headers incomplete-row treatment and every connection; retain the continuous formula only as a validation comparator.","WIND-003; H2I-004; INST-003; METH-005",true,DEC-0015,,needs_decision,2026-08-21,,,
ISS-0077,H2I-002,Capacity and Redundancy Checks,implementation_readiness,blocker,explicit_gap,"No segment-by-segment flow pressure product-class or fault-state calculation establishes header capacity or the claimed two-path redundancy.","The page explicitly says header flow is higher that the current model does not check segments and that redundancy depends on valves isolation and remaining-path capacity. No valve or state topology is supplied.","A nominal ladder can be hydraulically infeasible and the model can claim availability benefits that the surviving path cannot deliver.","Define normal and selected isolation states accumulate hydrogen flow by segment select or reject qualified pipe classes and return delivered capacity for each state. Do not credit redundancy until valve placement and remaining-path capacity pass.","H2I-004; METH-006; ARCH-004",true,DEC-0015,,needs_decision,2026-08-21,,,
ISS-0078,H2I-002,Physical Length and Installation Interface,implementation_readiness,blocker,cross_page_gap,"The page excludes risers tie-ins spool pieces routing slack and connection inventory while legacy code silently adds one sea-depth-plus-burial vertical length per turbine.","H2I-002 reports horizontal proxy length only and lists the missing physical allowances. infra_cost_calculation.py adds N_turb times sea depth plus burial depth to material length but not installation length and supplies no connector records.","Supply CAPEX and installation can use different undocumented physical lengths and cannot determine reel sections loads passes or interface tasks.","Return an explicit section inventory with horizontal routed length risers tie-ins slack connection/valve counts and inclusion flags. Align code and make every missing material quantity not parameterized rather than zero.","H2I-004; INST-003; METH-002",true,DEC-0015,,needs_decision,2026-08-21,,,
ISS-0079,H2I-003,Compression Energy,technical_correctness,major,new_finding,"The thermodynamic and real-gas property assumptions are not controlled consistently across the page figure builder legacy code and cited method.","The equation is an isentropic multistage relation with perfect intercooling but the page labels only a generic compressor efficiency. The figure builder uses Z at arithmetic mean pressure legacy code averages endpoint Z and the cited method states perfect intercooling and evaluates properties at defined average pressure and temperature.","Energy curves and stage duties cannot be exactly reproduced and future property changes can silently alter the pressure optimum.","State isentropic efficiency perfect intercooling suction/intercooler temperature and discharge-temperature checks. Select one average-property method pin CoolProp and use the same tested function for page figures and the executable model.","H2P-004; H2I-004; METH-006",true,DEC-0016,,needs_decision,2026-08-21,,,
ISS-0080,H2I-003,Cost Model,cost_input,blocker,new_finding,"The compressor cost equation omits its numerical reference power and cost currency price year transformation and non-overlapping offshore scope.","The page defines C_comp_ref and P_comp_ref without values and gives only an approximate 56 EUR/kW-electrolyser point. The source gives UC=3083.3 CAD2019 times motor-kW^0.8335 with installation factor 2.0; legacy code embeds a transformed coefficient of 5138 without documenting it on the page.","An implementer cannot reproduce CAPEX and the onshore total-installed-cost factor can overlap separately modelled platform integration or offshore installation.","Publish the complete motor-power coefficient and transformation or an equivalent reference pair with units price year and scope. Separate equipment offshore packaging platform structure hook-up and indirect costs so each is booked once.","PLAT-001; INST-002; INST-004; METH-002; METH-003",true,DEC-0016,,needs_decision,2026-08-21,,,
ISS-0081,H2I-003,Architecture Scaling,model_fidelity,blocker,new_finding,"One unbounded compressor power-law is applied to both turbine and farm scale without technology train-rating redundancy or turndown steps.","The cited source distinguishes large high-flow pipeline compressors from small high-ratio units sets a 16000 kW maximum large-compressor rating and assumes multiple units above it. The page acknowledges multiple central trains but still costs one farm-level compressor.","The smooth exponent can create unsupported farm-scale economies and predetermine the centralised-versus-decentralised comparison.","Adopt architecture-specific compressor types and bounded train packages with maximum rating count spare philosophy turndown and discrete scaling; withhold comparison outside the evidence range.","ARCH-003; ARCH-004; PLAT-001; TURB-003; METH-005",true,DEC-0016,,needs_decision,2026-08-21,,,
ISS-0082,H2I-003,Operating Cost,cost_input,major,cross_page_gap,"Compressor OPEX is 3 percent of CAPEX on the page 2 percent in legacy code and neither matches the cited source scope.","The source separates labour and electricity and uses 4 percent of TIC for fixed O&M plus insurance tax and licensing percentages. The page supplies no derivation for 3 percent and hydrogen_params.yaml uses 2 percent.","Lifecycle cost is not reproducible and maintenance or insurance scope can be omitted or double counted.","Define a non-overlapping offshore compressor OPEX ledger for planned maintenance labour spares fault repair and other project costs; retain unresolved terms as TODOs and align page and code.","METH-002; METH-003; METH-006",false,,,open,2026-08-21,,,
ISS-0083,H2I-003,Physical Equipment Interface,implementation_readiness,blocker,cross_page_gap,"The compressor page provides no train mass footprint dimensions or lift inventory for platform turbine and installation models.","H2I-003 supplies motor power and cost only. PLAT-001 and turbine/foundation pages require supported mass while installation pages require transport and lift modules.","Platform and turbine feasibility structural cost and installation cannot close and distributed compression receives no physical penalty.","For each selected train/package return mass footprint envelope module count largest lift and architecture-specific support/interface requirements with source or explicit unresolved status.","PLAT-001; TURB-003; INST-002; INST-004",true,DEC-0016,,needs_decision,2026-08-21,,,
ISS-0084,H2I-004,Capacity Model,technical_correctness,major,new_finding,"The implemented gas-flow relation is not the cited General Flow Equation and has no benchmark or velocity qualification.","Transition Accelerator uses flow proportional to sqrt(p_in^2-p_out^2) with absolute pressures. The page/code use linear delta-p with density at one average pressure and a Fanning Colebrook rearrangement. No derivation comparison Reynolds-regime or erosional/max-velocity check is reported.","Capacity error can change the ceiling-based pipeline count and selected pressure/diameter design especially near a discrete threshold.","Implement the cited compressible gas-flow equation or provide and benchmark a rigorous alternative against it over every candidate. Add absolute-pressure Reynolds velocity and limiting-condition assertions.","H2I-002; H2I-003; H2I-005; METH-005",true,DEC-0017,,needs_decision,2026-08-21,,,
ISS-0085,H2I-004,Onshore Receipt Pressure,cross_page_consistency,major,new_finding,"The 66 bar pipeline outlet mixes a Dutch network design maximum with an operating receipt condition and does not distinguish gauge from absolute pressure.","Hynetwork specifies 66.2 bar(g) design/maximum operating pressure and a temporary 30-50 bar(g) operating regime. The cited gas equation requires absolute pressure but the page and code pass 66 bar directly and provide no injection differential or terminal pressure-control rule.","Pipeline capacity and compression can be miscalculated and delivery may not satisfy the actual backbone interface without onshore control or recompression.","Define a connection scenario with required operating receipt range minimum differential gauge-to-absolute conversion pressure control and recompression behavior; use design pressure only for product qualification.","ARCH-003; ARCH-004; ARCH-005; H2I-001; H2I-003",false,,,open,2026-08-21,,,
ISS-0086,H2I-004,Product Qualification,implementation_readiness,blocker,new_finding,"No named hydrogen-qualified TCP product defines true internal diameter pressure/temperature/life limits fittings linear mass reel length or installation envelope.","The 8 inch limit comes from the internal model and is treated as internal diameter. Public supplier material describes up to 7.5 inch internal diameter for 8 inch NPS and generic offshore capability but does not qualify the selected hydrogen design point. INST-003 therefore leaves TCP installation unparameterized.","Hydraulic capacity material quantity vessel selection connections permeation and feasibility cannot be tied to one physical product and capacity may be overstated.","Use discrete named or bounded product classes with internal/outer diameter rated pressure temperature service life hydrogen qualification mass bend radius reel length fittings and installation gate. Reject unqualified candidates.","H2I-002; INST-003; METH-005",true,DEC-0017,,needs_decision,2026-08-21,,,
ISS-0087,H2I-004,Material Cost Model,cost_input,blocker,new_finding,"The confidential pipeline cost model is not independently reproducible and its disclosed method description and fit quality are inadequate.","The page calls the surface interpolation but local code uses a global bilinear least-squares regression whose coefficients are intentionally untracked. A controlled check against quote points gives about 19 percent mean absolute percentage error and about 51 percent maximum error. Price year currency quote scope and residual validation are absent.","Material CAPEX and the selected architecture depend on an opaque relation with material approximation error and no public audit path.","Adopt a publishable evidenced cost basis or a governed confidential-input process with version checksum scope price basis fit diagnostics uncertainty and a public validation/fallback range. Do not report a single auditable result from unavailable coefficients.","METH-002; METH-003; METH-005; INST-003",true,DEC-0017,,needs_decision,2026-08-21,,,
ISS-0088,H2I-004,Pressure-Class Costing,model_fidelity,major,new_finding,"Material cost varies smoothly with operating inlet pressure instead of selecting a discrete pipe rated-pressure class at or above design pressure.","Supplier points represent diameter/pressure options but the model evaluates I(D,p_in) continuously. Product reinforcement qualification and cost change by manufactured class and design margin rather than every operating bar.","The optimiser can buy fractionally rated pipe erase product-class thresholds and understate cost or use an infeasible construction.","Enumerate qualified diameter and rated-pressure classes use operating pressure only in hydraulics and select the least class meeting design pressure including margin and external-load criteria.","H2I-003; H2I-005; INST-003; METH-005",true,DEC-0017,,needs_decision,2026-08-21,,,
ISS-0089,H2I-004,Pipeline OPEX,cost_input,major,new_finding,"The 0.5 percent of material CAPEX annual pipeline OPEX has no cited derivation or defined inspection maintenance repair and replacement scope.","The value is listed as an adopted assumption and repeated in legacy parameters without evidence. Installation and availability pages separately discuss repair and outage states but no shared cost boundary exists.","Lifecycle pipeline cost can be biased and fault repair can be omitted or counted twice.","Define planned inspection maintenance and fault-repair scopes with evidence or sensitivities and link repair events to the availability/install-vessel ledger. Leave unsupported cost unresolved.","METH-002; METH-003; METH-006; INST-003",false,,,open,2026-08-21,,,
ISS-0090,INST-001,Section Navigation,site_structure,moderate,new_finding,"The offshore-installation overview links only the cable and pipeline page and does not route readers to the turbine/foundation or platform/substation calculations.","The overview names all asset classes but contains only one direct detail-page link.","Readers cannot use the overview as the section gateway and may miss two canonical installation calculations.","Add direct links to INST-002 through INST-004 with one-line applicability and current-result status descriptions.","INST-002; INST-003; INST-004",false,,,open,2026-08-21,,,
ISS-0091,INST-002,Turbine Campaign,implementation_readiness,blocker,new_finding,"The turbine campaign has no effective site-occupation input and neither campaign has a coherent named vessel/spread record linking logistics limits task times and commercial rate.","The parameter table marks turbine site time TODO and payload/SWL as named-vessel inputs while the shown rate speed and logistics anchors come from different generic and project examples.","Turbine installation duration and cost cannot be calculated and architecture mass effects cannot be tested against a defensible load/lift threshold.","Select separate coherent foundation and turbine campaign records containing method vessel/support concept site occupation payload/deck limit lift envelope speed and matching commercial boundary.","TURB-002; TURB-003; METH-002; METH-005",true,DEC-0018,,needs_decision,2026-08-21,,,
